id_student,score_MAT,level_MAT,score_LEN,level_LEN,score_ING,level_ING
21263,366.02,1.0,582.24,3.0,564.75,3.0
21264,450.5,2.0,339.27,1.0,457.98,2.0
21265,552.9,3.0,336.04,1.0,338.42,1.0
21266,484.97,2.0,606.43,4.0,457.76,2.0
21267,526.43,3.0,438.88,2.0,457.55,2.0
21268,567.54,3.0,544.36,3.0,643.17,4.0
21269,449.37,2.0,450.05,2.0,551.43,3.0
21270,561.12,3.0,549.2,3.0,561.55,3.0
21271,551.32,3.0,588.23,3.0,457.87,2.0
21272,503.67,3.0,449.93,2.0,457.98,2.0
21273,465.48,2.0,528.35,3.0,625.38,4.0
21274,,,,,,
21275,452.64,2.0,314.51,1.0,293.24,1.0
21276,466.05,2.0,342.03,1.0,407.57,2.0
21277,445.54,2.0,453.73,2.0,392.02,1.0
21278,441.26,2.0,447.05,2.0,364.84,1.0
21279,344.84,1.0,473.08,2.0,391.7,1.0
21280,568.22,3.0,561.75,3.0,548.55,3.0
21281,564.5,3.0,512.69,3.0,554.41,3.0
21282,652.82,4.0,356.2,1.0,439.01,2.0
21283,378.07,1.0,463.75,2.0,539.71,3.0
21284,,,,,,
21285,618.8,4.0,455.0,2.0,455.1,2.0
21286,560.44,3.0,606.43,4.0,588.4,3.0
21287,610.24,4.0,611.15,4.0,478.65,2.0
21288,542.42,3.0,571.19,3.0,387.11,1.0
21289,702.94,4.0,587.77,3.0,643.17,4.0
21290,438.11,2.0,460.99,2.0,398.62,1.0
21291,545.46,3.0,471.47,2.0,449.02,2.0
21292,461.54,2.0,436.92,2.0,365.06,1.0
21293,550.98,3.0,348.6,1.0,299.74,1.0
21294,693.26,4.0,565.78,3.0,599.59,3.0
21295,472.81,2.0,624.74,4.0,504.54,3.0
21296,419.52,2.0,451.54,2.0,603.43,4.0
21297,525.64,3.0,416.31,2.0,373.16,1.0
21298,433.38,2.0,470.43,2.0,424.2,2.0
21299,517.53,3.0,453.04,2.0,446.47,2.0
21300,398.8,1.0,446.94,2.0,457.87,2.0
21301,367.71,1.0,530.66,3.0,458.62,2.0
21302,524.74,3.0,475.61,2.0,367.4,1.0
21303,520.68,3.0,351.13,1.0,,
21304,530.71,3.0,461.45,2.0,481.95,2.0
21305,502.77,3.0,503.25,3.0,563.36,3.0
21306,464.13,2.0,587.31,3.0,537.89,3.0
21307,430.9,2.0,478.72,2.0,459.79,2.0
21308,722.43,4.0,626.23,4.0,644.99,4.0
21309,589.4,3.0,524.32,3.0,616.0,4.0
21310,542.87,3.0,615.52,4.0,577.11,3.0
21311,,,,,,
21312,454.56,2.0,357.0,1.0,410.24,2.0
21313,463.79,2.0,662.85,4.0,563.58,3.0
21314,702.94,4.0,662.85,4.0,673.86,4.0
21315,455.91,2.0,503.02,3.0,521.27,3.0
21316,470.33,2.0,341.57,1.0,380.08,1.0
21317,572.61,3.0,571.65,3.0,673.86,4.0
21318,459.06,2.0,309.79,1.0,392.02,1.0
21319,364.33,1.0,474.0,2.0,457.87,2.0
21320,572.16,3.0,485.63,2.0,589.26,3.0
21321,444.98,2.0,605.39,4.0,551.85,3.0
21322,,,,,,
21323,,,,,,
21324,336.95,1.0,333.51,1.0,353.12,1.0
21325,447.57,2.0,376.81,1.0,370.49,1.0
21326,443.63,2.0,452.47,2.0,481.1,2.0
21327,550.64,3.0,542.06,3.0,644.99,4.0
21328,486.1,2.0,536.41,3.0,556.65,3.0
21329,,,,,,
21330,,,,,,
21331,632.65,4.0,530.31,3.0,505.82,3.0
21332,,,,,,
21333,,,,,,
21334,439.46,2.0,422.06,2.0,525.43,3.0
21335,550.87,3.0,555.53,3.0,531.07,3.0
21336,539.04,3.0,488.74,2.0,457.55,2.0
21337,588.27,3.0,616.91,4.0,644.99,4.0
21338,351.71,1.0,349.63,1.0,459.25,2.0
21339,,,,,,
21340,404.77,2.0,369.21,1.0,447.0,2.0
21341,464.24,2.0,470.2,2.0,,
21342,676.13,4.0,615.98,4.0,615.26,4.0
21343,617.78,4.0,597.68,3.0,644.99,4.0
21344,645.72,4.0,520.41,3.0,594.26,3.0
21345,397.78,1.0,351.59,1.0,370.38,1.0
21346,664.31,4.0,582.01,3.0,469.06,2.0
21347,554.14,3.0,622.32,4.0,644.99,4.0
21348,626.23,4.0,348.71,1.0,362.07,1.0
21349,430.34,2.0,341.11,1.0,356.43,1.0
21350,,,290.1,1.0,399.48,1.0
21351,495.0,2.0,658.13,4.0,577.64,3.0
21352,617.9,4.0,628.65,4.0,673.86,4.0
21353,650.11,4.0,284.91,1.0,367.83,1.0
21354,459.4,2.0,338.12,1.0,409.7,2.0
21355,464.13,2.0,584.43,3.0,560.8,3.0
21356,432.7,2.0,329.59,1.0,271.18,1.0
21357,640.76,4.0,655.37,4.0,421.85,2.0
21358,467.17,2.0,344.68,1.0,363.78,1.0
21359,413.1,2.0,662.85,4.0,495.59,2.0
21360,722.43,4.0,578.67,3.0,457.87,2.0
21361,438.45,2.0,486.32,2.0,457.87,2.0
21362,618.91,4.0,346.98,1.0,408.85,2.0
21363,640.31,4.0,601.59,4.0,505.82,3.0
21364,416.37,2.0,348.83,1.0,365.16,1.0
21365,462.55,2.0,503.59,3.0,536.4,3.0
21366,406.12,2.0,463.64,2.0,324.67,1.0
21367,562.25,3.0,584.2,3.0,572.1,3.0
21368,456.81,2.0,317.39,1.0,363.88,1.0
21369,299.78,1.0,359.65,1.0,456.48,2.0
21370,581.96,3.0,662.85,4.0,586.38,3.0
21371,537.13,3.0,550.46,3.0,477.58,2.0
21372,548.5,3.0,552.76,3.0,644.99,4.0
21373,683.01,4.0,484.59,2.0,616.75,4.0
21374,554.59,3.0,482.41,2.0,458.19,2.0
21375,480.58,2.0,583.4,3.0,563.36,3.0
21376,344.61,1.0,406.4,2.0,370.49,1.0
21377,361.51,1.0,333.86,1.0,343.96,1.0
21378,453.32,2.0,447.63,2.0,438.05,2.0
21379,449.49,2.0,565.09,3.0,521.7,3.0
21380,533.18,3.0,,,466.82,2.0
21381,467.29,2.0,630.72,4.0,669.39,4.0
21382,450.39,2.0,,,549.83,3.0
21383,456.7,2.0,560.48,3.0,576.58,3.0
21384,722.43,4.0,615.98,4.0,644.99,4.0
21385,501.64,3.0,655.37,4.0,557.71,3.0
21386,550.08,3.0,599.63,3.0,594.26,3.0
21387,592.77,3.0,650.76,4.0,673.86,4.0
21388,523.27,3.0,465.94,2.0,592.35,3.0
21389,,,,,608.44,4.0
21390,419.75,2.0,447.05,2.0,457.44,2.0
21391,531.38,3.0,377.15,1.0,458.08,2.0
21392,363.99,1.0,479.18,2.0,606.31,4.0
21393,369.28,1.0,346.06,1.0,364.63,1.0
21394,554.02,3.0,464.56,2.0,457.76,2.0
21395,,,489.78,2.0,573.7,3.0
21396,454.78,2.0,318.08,1.0,364.42,1.0
21397,595.82,3.0,556.68,3.0,383.81,1.0
21398,257.31,1.0,240.93,1.0,257.11,1.0
21399,538.14,3.0,528.01,3.0,455.42,2.0
21400,427.63,2.0,454.31,2.0,457.66,2.0
21401,544.0,3.0,592.26,3.0,644.99,4.0
21402,570.02,3.0,466.86,2.0,458.62,2.0
21403,445.21,2.0,590.08,3.0,458.08,2.0
21404,,,488.97,2.0,458.08,2.0
21405,461.88,2.0,549.77,3.0,455.42,2.0
21406,620.71,4.0,632.8,4.0,462.24,2.0
21407,547.49,3.0,452.12,2.0,402.03,2.0
21408,583.09,3.0,560.37,3.0,458.4,2.0
21409,560.44,3.0,564.05,3.0,644.99,4.0
21410,523.5,3.0,448.9,2.0,371.56,1.0
21411,572.16,3.0,577.52,3.0,461.49,2.0
21412,632.88,4.0,586.51,3.0,586.38,3.0
21413,443.4,2.0,610.11,4.0,644.99,4.0
21414,607.08,4.0,553.69,3.0,370.6,1.0
21415,576.78,3.0,517.87,3.0,459.25,2.0
21416,544.34,3.0,425.52,2.0,349.82,1.0
21417,,,,,,
21418,638.96,4.0,559.67,3.0,460.64,2.0
21419,470.21,2.0,457.53,2.0,456.06,2.0
21420,592.55,3.0,622.32,4.0,541.09,3.0
21421,512.23,3.0,514.07,3.0,540.35,3.0
21422,561.68,3.0,612.18,4.0,644.99,4.0
21423,543.55,3.0,476.42,2.0,544.82,3.0
21424,533.3,3.0,393.97,1.0,458.51,2.0
21425,456.02,2.0,323.72,1.0,375.61,1.0
21426,253.37,1.0,423.22,2.0,461.6,2.0
21427,350.7,1.0,418.38,2.0,342.36,1.0
21428,550.19,3.0,523.17,3.0,644.99,4.0
21429,356.1,1.0,337.31,1.0,356.53,1.0
21430,581.96,3.0,545.28,3.0,614.3,4.0
21431,568.78,3.0,650.76,4.0,383.92,1.0
21432,466.95,2.0,511.19,3.0,543.97,3.0
21433,485.53,2.0,547.81,3.0,574.66,3.0
21434,702.94,4.0,662.85,4.0,673.86,4.0
21435,572.27,3.0,457.07,2.0,458.3,2.0
21436,,,382.8,1.0,457.12,2.0
21437,369.62,1.0,343.53,1.0,356.64,1.0
21438,631.53,4.0,432.08,2.0,592.56,3.0
21439,551.21,3.0,527.78,3.0,461.92,2.0
21440,546.25,3.0,447.17,2.0,366.55,1.0
21441,438.56,2.0,440.83,2.0,352.38,1.0
21442,572.27,3.0,538.83,3.0,426.97,2.0
21443,535.66,3.0,552.53,3.0,673.86,4.0
21444,633.67,4.0,610.11,4.0,607.9,4.0
21445,534.65,3.0,564.17,3.0,614.3,4.0
21446,522.93,3.0,239.54,1.0,357.7,1.0
21447,553.91,3.0,616.91,4.0,610.99,4.0
21448,401.95,2.0,462.83,2.0,591.07,3.0
21449,493.19,2.0,534.22,3.0,457.87,2.0
21450,483.28,2.0,579.6,3.0,457.66,2.0
21451,536.34,3.0,458.91,2.0,365.59,1.0
21452,566.42,3.0,654.33,4.0,484.72,2.0
21453,316.11,1.0,412.97,2.0,347.15,1.0
21454,546.93,3.0,447.74,2.0,554.52,3.0
21455,316.56,1.0,459.03,2.0,344.81,1.0
21456,497.59,2.0,566.58,3.0,603.43,4.0
21457,504.35,3.0,662.85,4.0,561.55,3.0
21458,599.08,3.0,459.49,2.0,547.48,3.0
21459,440.14,2.0,546.89,3.0,553.35,3.0
21460,515.61,3.0,535.61,3.0,563.36,3.0
21461,549.63,3.0,519.25,3.0,557.93,3.0
21462,490.04,2.0,555.41,3.0,440.61,2.0
21463,722.43,4.0,650.76,4.0,607.9,4.0
21464,,,,,,
21465,427.75,2.0,357.23,1.0,,
21466,555.94,3.0,480.79,2.0,458.83,2.0
21467,449.71,2.0,548.5,3.0,457.98,2.0
21468,501.19,3.0,582.24,3.0,551.0,3.0
21469,605.39,4.0,574.07,3.0,552.6,3.0
21470,561.12,3.0,655.37,4.0,459.15,2.0
21471,382.24,1.0,469.39,2.0,458.08,2.0
21472,513.7,3.0,553.57,3.0,533.1,3.0
21473,,,,,,
21474,443.85,2.0,544.93,3.0,411.52,2.0
21475,480.01,2.0,351.59,1.0,459.36,2.0
21476,614.97,4.0,592.38,3.0,569.97,3.0
21477,457.15,2.0,571.42,3.0,506.46,3.0
21478,440.25,2.0,570.84,3.0,364.74,1.0
21479,377.73,1.0,331.44,1.0,369.21,1.0
21480,528.57,3.0,564.05,3.0,458.93,2.0
21481,329.63,1.0,347.67,1.0,462.45,2.0
21482,440.02,2.0,408.94,2.0,362.93,1.0
21483,443.85,2.0,415.04,2.0,390.2,1.0
21484,563.04,3.0,426.9,2.0,514.35,3.0
21485,523.83,3.0,453.04,2.0,562.94,3.0
21486,601.22,4.0,612.18,4.0,592.24,3.0
21487,474.83,2.0,606.66,4.0,457.66,2.0
21488,466.27,2.0,556.56,3.0,616.75,4.0
21489,481.59,2.0,570.84,3.0,614.3,4.0
21490,561.68,3.0,650.76,4.0,459.47,2.0
21491,451.97,2.0,450.62,2.0,458.08,2.0
21492,402.18,2.0,544.47,3.0,448.17,2.0
21493,,,,,,
21494,592.44,3.0,658.13,4.0,555.26,3.0
21495,470.33,2.0,479.07,2.0,434.75,2.0
21496,535.55,3.0,596.41,3.0,568.69,3.0
21497,702.94,4.0,584.78,3.0,452.75,2.0
21498,573.96,3.0,571.65,3.0,458.19,2.0
21499,434.73,2.0,302.65,1.0,454.25,2.0
21500,455.46,2.0,464.33,2.0,453.5,2.0
21501,454.11,2.0,624.39,4.0,616.75,4.0
21502,470.21,2.0,586.39,3.0,618.67,4.0
21503,605.39,4.0,574.99,3.0,614.3,4.0
21504,400.15,2.0,412.39,2.0,492.29,2.0
21505,362.64,1.0,534.69,3.0,380.72,1.0
21506,402.06,2.0,632.8,4.0,372.73,1.0
21507,328.39,1.0,265.68,1.0,326.06,1.0
21508,644.82,4.0,446.71,2.0,457.76,2.0
21509,481.25,2.0,,,,
21510,339.88,1.0,523.4,3.0,611.1,4.0
21511,542.87,3.0,630.95,4.0,558.25,3.0
21512,490.72,2.0,615.98,4.0,644.99,4.0
21513,445.09,2.0,566.81,3.0,373.47,1.0
21514,648.65,4.0,605.39,4.0,557.39,3.0
21515,449.83,2.0,584.2,3.0,547.59,3.0
21516,509.3,3.0,497.49,2.0,457.02,2.0
21517,,,433.93,2.0,457.44,2.0
21518,572.39,3.0,568.66,3.0,369.85,1.0
21519,444.76,2.0,622.32,4.0,581.05,3.0
21520,587.03,3.0,533.42,3.0,616.75,4.0
21521,583.2,3.0,599.4,3.0,437.3,2.0
21522,503.67,3.0,461.45,2.0,462.13,2.0
21523,617.78,4.0,485.98,2.0,572.42,3.0
21524,682.67,4.0,449.47,2.0,352.06,1.0
21525,443.85,2.0,328.21,1.0,341.19,1.0
21526,448.7,2.0,460.99,2.0,356.85,1.0
21527,643.24,4.0,633.6,4.0,673.86,4.0
21528,607.42,4.0,520.29,3.0,407.36,2.0
21529,441.38,2.0,453.39,2.0,426.01,2.0
21530,386.18,1.0,441.99,2.0,389.14,1.0
21531,469.43,2.0,509.01,3.0,457.87,2.0
21532,453.09,2.0,538.6,3.0,457.87,2.0
21533,460.75,2.0,526.28,3.0,638.06,4.0
21534,,,,,,
21535,447.8,2.0,490.12,2.0,361.43,1.0
21536,504.12,3.0,506.59,3.0,644.99,4.0
21537,434.84,2.0,341.69,1.0,444.44,2.0
21538,445.88,2.0,472.16,2.0,479.93,2.0
21539,449.37,2.0,500.83,3.0,459.25,2.0
21540,449.83,2.0,549.89,3.0,386.47,1.0
21541,669.37,4.0,628.65,4.0,495.8,2.0
21542,513.13,3.0,489.78,2.0,644.99,4.0
21543,457.26,2.0,640.63,4.0,592.24,3.0
21544,722.43,4.0,650.76,4.0,586.38,3.0
21545,474.27,2.0,624.39,4.0,457.87,2.0
21546,530.03,3.0,632.8,4.0,576.58,3.0
21547,438.22,2.0,497.26,2.0,611.53,4.0
21548,,,,,,
21549,367.25,1.0,341.11,1.0,428.46,2.0
21550,469.65,2.0,340.76,1.0,451.9,2.0
21551,405.1,2.0,347.79,1.0,341.83,1.0
21552,471.79,2.0,472.16,2.0,557.29,3.0
21553,548.17,3.0,462.83,2.0,366.55,1.0
21554,659.91,4.0,637.86,4.0,673.86,4.0
21555,551.32,3.0,,,,
21556,364.1,1.0,333.74,1.0,398.84,1.0
21557,561.68,3.0,527.89,3.0,644.99,4.0
21558,345.74,1.0,390.51,1.0,467.89,2.0
21559,549.52,3.0,457.07,2.0,568.26,3.0
21560,460.53,2.0,451.77,2.0,370.38,1.0
21561,,,,,,
21562,616.32,4.0,626.23,4.0,644.99,4.0
21563,448.81,2.0,615.98,4.0,567.09,3.0
21564,622.29,4.0,615.98,4.0,586.38,3.0
21565,,,626.23,4.0,644.99,4.0
21566,643.35,4.0,612.18,4.0,548.87,3.0
21567,585.11,3.0,533.19,3.0,577.64,3.0
21568,669.71,4.0,554.38,3.0,673.86,4.0
21569,547.94,3.0,612.18,4.0,457.98,2.0
21570,538.93,3.0,628.65,4.0,644.99,4.0
21571,468.3,2.0,485.98,2.0,457.66,2.0
21572,583.31,3.0,468.93,2.0,458.51,2.0
21573,330.42,1.0,490.24,2.0,368.57,1.0
21574,722.43,4.0,322.34,1.0,357.92,1.0
21575,608.43,4.0,519.14,3.0,458.4,2.0
21576,450.39,2.0,445.33,2.0,457.87,2.0
21577,515.39,3.0,529.04,3.0,457.66,2.0
21578,560.78,3.0,631.07,4.0,673.86,4.0
21579,551.77,3.0,553.0,3.0,556.01,3.0
21580,601.22,4.0,598.48,3.0,644.99,4.0
21581,428.53,2.0,343.53,1.0,362.07,1.0
21582,357.79,1.0,282.15,1.0,376.88,1.0
21583,629.61,4.0,643.39,4.0,459.15,2.0
21584,437.88,2.0,447.63,2.0,526.71,3.0
21585,488.13,2.0,626.0,4.0,470.76,2.0
21586,584.44,3.0,590.77,3.0,616.75,4.0
21587,683.01,4.0,554.38,3.0,,
21588,,,,,,
21589,507.16,3.0,465.82,2.0,457.55,2.0
21590,363.88,1.0,469.05,2.0,312.42,1.0
21591,425.27,2.0,650.76,4.0,571.35,3.0
21592,469.88,2.0,450.05,2.0,361.01,1.0
21593,449.94,2.0,474.0,2.0,465.01,2.0
21594,,,,,,
21595,500.74,3.0,346.75,1.0,457.87,2.0
21596,347.43,1.0,272.48,1.0,,
21597,483.17,2.0,347.1,1.0,396.28,1.0
21598,590.75,3.0,536.87,3.0,571.35,3.0
21599,410.29,2.0,353.32,1.0,365.48,1.0
21600,443.18,2.0,449.59,2.0,382.0,1.0
21601,,,,,,
21602,437.77,2.0,605.16,4.0,637.95,4.0
21603,436.31,2.0,460.99,2.0,467.25,2.0
21604,564.39,3.0,591.46,3.0,673.86,4.0
21605,533.63,3.0,491.04,2.0,382.43,1.0
21606,433.49,2.0,385.56,1.0,457.87,2.0
21607,434.73,2.0,584.89,3.0,619.41,4.0
21608,637.27,4.0,447.28,2.0,449.88,2.0
21609,464.24,2.0,436.57,2.0,392.44,1.0
21610,307.1,1.0,326.6,1.0,451.8,2.0
21611,,,454.08,2.0,457.87,2.0
21612,554.02,3.0,582.82,3.0,454.89,2.0
21613,553.8,3.0,540.21,3.0,564.75,3.0
21614,547.49,3.0,447.17,2.0,457.87,2.0
21615,451.06,2.0,550.46,3.0,460.53,2.0
21616,422.45,2.0,461.79,2.0,362.18,1.0
21617,677.15,4.0,662.85,4.0,643.17,4.0
21618,518.88,3.0,469.62,2.0,366.66,1.0
21619,279.73,1.0,364.6,1.0,350.67,1.0
21620,553.57,3.0,547.93,3.0,584.14,3.0
21621,562.02,3.0,599.63,3.0,554.2,3.0
21622,563.37,3.0,655.37,4.0,550.68,3.0
21623,337.74,1.0,448.66,2.0,553.45,3.0
21624,357.68,1.0,331.78,1.0,457.87,2.0
21625,600.77,4.0,642.82,4.0,460.43,2.0
21626,700.01,4.0,626.23,4.0,619.41,4.0
21627,553.35,3.0,516.61,3.0,559.95,3.0
21628,553.35,3.0,351.59,1.0,361.33,1.0
21629,446.0,2.0,615.75,4.0,554.94,3.0
21630,509.98,3.0,622.32,4.0,462.13,2.0
21631,453.32,2.0,535.84,3.0,458.51,2.0
21632,459.4,2.0,452.35,2.0,452.86,2.0
21633,553.12,3.0,354.7,1.0,366.97,1.0
21634,431.8,2.0,517.99,3.0,465.12,2.0
21635,354.64,1.0,251.52,1.0,364.42,1.0
21636,509.3,3.0,564.51,3.0,552.39,3.0
21637,722.43,4.0,448.66,2.0,603.43,4.0
21638,440.59,2.0,440.95,2.0,458.19,2.0
21639,471.34,2.0,346.41,1.0,376.14,1.0
21640,516.06,3.0,626.23,4.0,360.58,1.0
21641,484.07,2.0,606.43,4.0,573.49,3.0
21642,467.74,2.0,455.8,2.0,367.29,1.0
21643,,,,,,
21644,533.3,3.0,655.37,4.0,545.89,3.0
21645,559.88,3.0,489.08,2.0,330.32,1.0
21646,502.88,3.0,386.6,1.0,553.88,3.0
21647,,,,,,
21648,626.68,4.0,562.55,3.0,558.25,3.0
21649,454.89,2.0,571.19,3.0,593.62,3.0
21650,513.58,3.0,534.11,3.0,616.75,4.0
21651,676.13,4.0,645.93,4.0,563.36,3.0
21652,569.34,3.0,264.99,1.0,449.45,2.0
21653,461.54,2.0,551.96,3.0,575.19,3.0
21654,432.82,2.0,318.31,1.0,288.97,1.0
21655,364.66,1.0,342.38,1.0,369.21,1.0
21656,700.01,4.0,549.43,3.0,638.06,4.0
21657,273.53,1.0,368.17,1.0,456.8,2.0
21658,,,408.48,2.0,368.89,1.0
21659,546.14,3.0,452.47,2.0,554.84,3.0
21660,628.15,4.0,599.86,3.0,644.99,4.0
21661,609.56,4.0,326.72,1.0,255.62,1.0
21662,452.87,2.0,456.73,2.0,389.57,1.0
21663,663.52,4.0,556.33,3.0,618.67,4.0
21664,,,,,,
21665,631.53,4.0,622.32,4.0,644.99,4.0
21666,553.46,3.0,547.01,3.0,443.7,2.0
21667,636.37,4.0,590.77,3.0,557.71,3.0
21668,520.34,3.0,451.66,2.0,457.98,2.0
21669,564.61,3.0,459.37,2.0,473.32,2.0
21670,676.58,4.0,658.13,4.0,644.99,4.0
21671,352.5,1.0,601.59,4.0,457.98,2.0
21672,457.6,2.0,449.59,2.0,457.66,2.0
21673,365.45,1.0,340.65,1.0,267.13,1.0
21674,,,340.42,1.0,373.69,1.0
21675,564.05,3.0,415.85,2.0,457.55,2.0
21676,433.83,2.0,549.77,3.0,464.48,2.0
21677,639.75,4.0,,,,
21678,414.34,2.0,363.68,1.0,,
21679,376.38,1.0,354.58,1.0,457.98,2.0
21680,635.47,4.0,621.97,4.0,641.04,4.0
21681,547.15,3.0,523.05,3.0,460.21,2.0
21682,514.03,3.0,549.54,3.0,391.06,1.0
21683,468.3,2.0,545.05,3.0,644.99,4.0
21684,268.35,1.0,267.76,1.0,,
21685,700.01,4.0,626.23,4.0,611.1,4.0
21686,362.75,1.0,331.21,1.0,344.06,1.0
21687,433.83,2.0,465.36,2.0,417.38,2.0
21688,624.54,4.0,521.67,3.0,618.67,4.0
21689,462.67,2.0,581.21,3.0,644.03,4.0
21690,469.31,2.0,574.41,3.0,457.23,2.0
21691,395.08,1.0,445.9,2.0,569.44,3.0
21692,459.17,2.0,550.35,3.0,644.99,4.0
21693,263.51,1.0,336.62,1.0,335.01,1.0
21694,564.73,3.0,556.56,3.0,562.3,3.0
21695,447.91,2.0,572.23,3.0,458.08,2.0
21696,321.07,1.0,494.27,2.0,457.55,2.0
21697,,,,,,
21698,550.31,3.0,612.18,4.0,644.99,4.0
21699,636.26,4.0,500.6,3.0,457.98,2.0
21700,586.92,3.0,508.89,3.0,547.91,3.0
21701,445.77,2.0,348.37,1.0,457.66,2.0
21702,568.67,3.0,566.81,3.0,614.3,4.0
21703,618.68,4.0,662.85,4.0,538.64,3.0
21704,542.65,3.0,518.45,3.0,618.67,4.0
21705,465.26,2.0,532.61,3.0,618.67,4.0
21706,654.17,4.0,662.85,4.0,619.41,4.0
21707,464.36,2.0,517.3,3.0,597.67,3.0
21708,433.15,2.0,535.61,3.0,475.77,2.0
21709,337.97,1.0,440.14,2.0,457.02,2.0
21710,442.17,2.0,447.17,2.0,551.64,3.0
21711,561.8,3.0,574.41,3.0,549.4,3.0
21712,,,,,,
21713,419.19,2.0,472.73,2.0,365.59,1.0
21714,536.9,3.0,263.96,1.0,556.54,3.0
21715,,,,,,
21716,345.96,1.0,341.34,1.0,,
21717,649.21,4.0,427.13,2.0,422.28,2.0
21718,693.26,4.0,662.85,4.0,616.75,4.0
21719,479.23,2.0,452.12,2.0,433.04,2.0
21720,617.33,4.0,535.49,3.0,673.86,4.0
21721,,,,,405.44,2.0
21722,332.11,1.0,334.2,1.0,457.66,2.0
21723,558.19,3.0,448.32,2.0,356.32,1.0
21724,448.7,2.0,655.37,4.0,625.38,4.0
21725,650.11,4.0,460.99,2.0,542.8,3.0
21726,541.07,3.0,604.47,4.0,559.21,3.0
21727,507.16,3.0,478.37,2.0,643.17,4.0
21728,637.95,4.0,601.59,4.0,644.99,4.0
21729,,,,,,
21730,366.8,1.0,348.83,1.0,412.79,2.0
21731,554.14,3.0,618.86,4.0,603.75,4.0
21732,350.7,1.0,336.5,1.0,327.87,1.0
21733,,,,,,
21734,637.05,4.0,650.76,4.0,594.26,3.0
21735,340.33,1.0,434.85,2.0,329.68,1.0
21736,312.96,1.0,438.76,2.0,545.99,3.0
21737,378.52,1.0,568.31,3.0,452.75,2.0
21738,602.12,4.0,466.74,2.0,510.72,3.0
21739,466.84,2.0,603.09,4.0,423.66,2.0
21740,354.98,1.0,488.39,2.0,457.12,2.0
21741,418.73,2.0,470.66,2.0,457.87,2.0
21742,484.75,2.0,434.73,2.0,543.44,3.0
21743,385.05,1.0,368.29,1.0,275.01,1.0
21744,503.56,3.0,539.41,3.0,457.87,2.0
21745,668.7,4.0,658.13,4.0,566.13,3.0
21746,538.7,3.0,539.06,3.0,457.55,2.0
21747,524.51,3.0,330.52,1.0,408.11,2.0
21748,621.73,4.0,564.4,3.0,595.54,3.0
21749,502.77,3.0,391.2,1.0,477.8,2.0
21750,350.25,1.0,364.14,1.0,363.14,1.0
21751,530.93,3.0,606.43,4.0,592.24,3.0
21752,381.0,1.0,531.69,3.0,595.22,3.0
21753,,,,,,
21754,533.3,3.0,657.79,4.0,673.86,4.0
21755,373.11,1.0,463.52,2.0,347.9,1.0
21756,460.86,2.0,559.1,3.0,458.4,2.0
21757,442.17,2.0,448.32,2.0,446.79,2.0
21758,434.39,2.0,351.59,1.0,452.75,2.0
21759,330.53,1.0,460.76,2.0,361.97,1.0
21760,401.84,2.0,346.98,1.0,392.02,1.0
21761,553.69,3.0,333.74,1.0,359.2,1.0
21762,586.92,3.0,584.43,3.0,460.75,2.0
21763,422.68,2.0,445.33,2.0,547.8,3.0
21764,529.8,3.0,505.67,3.0,407.68,2.0
21765,610.91,4.0,603.32,4.0,558.99,3.0
21766,452.3,2.0,523.52,3.0,457.87,2.0
21767,579.37,3.0,498.99,2.0,673.86,4.0
21768,523.27,3.0,584.09,3.0,440.07,2.0
21769,,,,,,
21770,448.25,2.0,347.1,1.0,454.57,2.0
21771,454.44,2.0,550.46,3.0,457.98,2.0
21772,607.98,4.0,527.2,3.0,456.06,2.0
21773,668.81,4.0,601.94,4.0,673.86,4.0
21774,412.43,2.0,458.34,2.0,458.72,2.0
21775,454.11,2.0,344.33,1.0,373.05,1.0
21776,486.32,2.0,565.89,3.0,318.28,1.0
21777,381.56,1.0,528.47,3.0,548.44,3.0
21778,584.1,3.0,511.54,3.0,463.62,2.0
21779,527.1,3.0,590.08,3.0,616.75,4.0
21780,347.99,1.0,626.23,4.0,557.18,3.0
21781,,,,,,
21782,449.71,2.0,526.51,3.0,589.79,3.0
21783,419.19,2.0,335.12,1.0,455.84,2.0
21784,544.56,3.0,424.02,2.0,398.41,1.0
21785,440.59,2.0,555.64,3.0,558.25,3.0
21786,503.67,3.0,583.4,3.0,365.91,1.0
21787,457.26,2.0,539.87,3.0,456.8,2.0
21788,,,,,,
21789,520.12,3.0,478.84,2.0,457.98,2.0
21790,491.84,2.0,447.4,2.0,456.59,2.0
21791,490.04,2.0,488.62,2.0,564.0,3.0
21792,552.11,3.0,610.11,4.0,522.12,3.0
21793,457.6,2.0,510.16,3.0,551.21,3.0
21794,640.54,4.0,516.15,3.0,445.83,2.0
21795,524.85,3.0,484.71,2.0,457.87,2.0
21796,447.57,2.0,628.65,4.0,557.18,3.0
21797,594.24,3.0,384.06,1.0,451.69,2.0
21798,456.02,2.0,444.17,2.0,366.34,1.0
21799,540.28,3.0,582.01,3.0,644.99,4.0
21800,521.13,3.0,389.13,1.0,359.52,1.0
21801,593.9,3.0,564.74,3.0,635.72,4.0
21802,518.77,3.0,336.62,1.0,265.0,1.0
21803,451.97,2.0,655.37,4.0,583.93,3.0
21804,557.97,3.0,484.71,2.0,643.17,4.0
21805,700.01,4.0,584.89,3.0,491.86,2.0
21806,451.18,2.0,560.48,3.0,542.26,3.0
