d10a;School principals questionnaire;Continuous;9%;7%;7%;100%;100%;8%;100%;100%;100%;100%;No;Yes;No;3rd grade ratio
d10b;School principals questionnaire;Continuous;9%;7%;100%;10%;100%;100%;9%;100%;100%;100%;No;Yes;No;6th grade ratio
d10c;School principals questionnaire;Continuous;100%;100%;100%;100%;13%;100%;100%;7%;100%;100%;No;Yes;No;4th grade of mandatory secondary ESO Ratio
d11an;School principals questionnaire;Continuous;16%;14%;7%;10%;13%;8%;12%;7%;15%;8%;No;No;No;Students born in another country with a language  other than Spanish
d11bn;School principals questionnaire;Continuous;17%;16%;12%;13%;15%;8%;12%;7%;15%;8%;No;No;No;Students born in another country with the same language  as Spanish
d12an;School principals questionnaire;Continuous;10%;9%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Teachers of the evaluated grade
d12bn;School principals questionnaire;Continuous;10%;8%;7%;10%;13%;8%;11%;7%;16%;10%;No;No;No;Total teachers of the school
d13n;School principals questionnaire;Continuous;12%;10%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Among the teachers, how many have been in the school five or more years?
d14;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;Teachers who change school each year
d15;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Administration attitude to teacher training courses
d16an;School principals questionnaire;Continuous;11%;10%;7%;10%;13%;9%;11%;7%;16%;8%;No;No;No;School resources. Available computers
d16bn;School principals questionnaire;Continuous;10%;9%;7%;10%;13%;9%;11%;7%;16%;8%;No;No;No;School resources. Computers available to students
d16cn;School principals questionnaire;Continuous;10%;8%;7%;10%;13%;9%;11%;7%;16%;8%;No;No;No;School resources. Computers available for teachers
d16dn;School principals questionnaire;Continuous;9%;8%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;School resources. Computers for the administrative management of the school
d16en;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;School resources. Tablets/laptops available to students
d16fn;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;School resources. Interactive digital whiteboards or touch screens in classrooms
d17a;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of budget and resources
d17b;School principals questionnaire;Categorical;10%;9%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of attendance of the teachers
d17c;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of participation and support of families
d17d;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of teacher training plan in my school for teachers
d17e;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of opportunities/support for professional development of the management team
d17f;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of agility to cover teacher absences
d17g;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of coordination between members of the management team
d17h;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;Factors that limit the effectiveness of my management. Lack of autonomy to make decisions
d18a;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack of good/qualified teachers
d18b;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack of teachers trained to teach students with special educational needs
d18c;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack or inadequate teaching material
d18d;School principals questionnaire;Categorical;10%;9%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack or inadequacy of technological devices for teaching
d18e;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Poor internet connection
d18f;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack or inadequacy of software for teaching
d18g;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack or inadequacy of library materials
d18h;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack of support teachers
d18i;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack of administrative staff
d18j;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;Yes;No;It is an inconvenience in your school: Lack of adequate infrastructure
d18k;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;16%;10%;No;Yes;No;It is an inconvenience in your school: Lack of teacher collaboration
d18l;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;16%;10%;No;Yes;No;It is an inconvenience in your school: Lack of collaboration from families
d18m;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;Yes;No;It is an inconvenience in your school: Administrative bureaucracy
d18n;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;8%;11%;9%;16%;10%;No;Yes;No;It is an inconvenience in your school: Lack of computers in the classroom or for students.
d19a;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Arriving late to the school
d19b;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Absenteeism (unexcused absences)
d19c;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Disruption of order in class
d19d;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Vandalism and theft
d19e;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Inappropriate or profanity language
d19f;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Intimidation or insults between students or another type of bullying
d19g;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Physical aggressions between students
d19h;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Lack of respect to teachers
d19i;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the students: Intimidation or insults to the teachers or staff of the school
d19j;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the teachers: Arriving late to the school
d19k;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the teachers: absenteeism (unexcused absences)
d19l;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the teachers: Lack of respect towards the students
d19m;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the teachers: Lack of respect between teachers
d19n;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the teachers: Discrimination based on sex
d19o;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the families: Lack of collaboration with the school
d19p;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the families: Criticism and opposition to the rules of the school
d19q;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the families: Lack of respect towards the teachers and staff of the school
d19r;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;It is a problem in your school because of the families: Lack of respect or discrimination towards other families
d20a;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Helps to establish good relations between teachers
d20b;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Take into account the opinions of the teaching staff
d20c;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Stimulate teachers to develop innovative ideas
d20d;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Create a strong sense of identity in the community with the objectives of the school
d20e;School principals questionnaire;Categorical;10%;8%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Promote teamwork among teachers
d20f;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;To what extent does the management of the school: Promotes the maximum use of capacities and teacher knowledge
d20g;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Generates procedures for teacher training courses
d20h;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Uses student educational outcomes/achievement to set school goals
d20i;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Checks that the work of teachers is in accordance with the objectives of the school
d20j;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Encourage that teaching practice is based on recent research developments
d20k;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;To what extent does the management of the school: Follow up on disruptive problems in the classrooms
d20l;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;To what extent does the management of the school: Discuss the educational objectives of the school with teachers
d21a;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With teachers
d21b;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With students
d21c;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With families
d21d;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With CEP associates
d21e;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With guidance teams (EOEP)
d21f;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;9%;16%;10%;No;No;No;Satisfaction level: With educational inspection
d22a;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: The staff of the school share a common methodological line
d22b;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: There is a high level of cooperation between the school and the local community
d22c;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: School staff speak openly about difficulties in carrying out their teaching work
d22d;School principals questionnaire;Categorical;9%;7%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: There is mutual respect for the ideas of colleagues
d22e;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: There is a culture of sharing successes and failures
d22f;School principals questionnaire;Categorical;9%;8%;7%;10%;13%;8%;11%;7%;15%;8%;No;No;No;Degree of agreement: Relations between teachers and students are good
d30a;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria: By alphabetical order of last names or other random criteria
d30b;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria:Balance between girls and boys
d30c;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria: Linguistic reasons
d30d;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria: According to academic performance
d30e;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria: Looking for homogeneity according to the characteristics of the students
d30f;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;100%;100%;100%;100%;100%;No;Yes;No;Student grouping criteria: Seeking heterogeneity among students
d31a;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;16%;10%;No;Yes;No;Degree of agreement: I am satisfied with the academic results of the students
d31b;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;16%;10%;No;Yes;No;Degree of agreement: The students have obtained the results expected of them
d31c;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;16%;10%;No;Yes;No;Degree of agreement: I believe that students can improve the academic results obtained
d32a;School principals questionnaire;Categorical;100%;100%;7%;10%;13%;8%;11%;9%;15%;10%;No;No;No;Your school has a school teacher training plan
d33a;School principals questionnaire;Categorical;100%;100%;14%;22%;24%;8%;11%;9%;16%;10%;No;No;No;Main theme of the school teacher training plan
d121a;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;15%;10%;No;No;No;Number of teachers in primary education
d121b;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;Number of mandatory secondary education teachers
d131a;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;15%;10%;No;No;No;Number of teachers in primary education with 5 or more academic years
d131b;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;16%;8%;No;No;No;Number of mandatory secondary education teachers with 5 or more academic years
d301;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;88%;89%;99%;90%;100%;No;Yes;No;Student grouping criteria: In alphabetical order of surnames
d302;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;86%;91%;96%;93%;95%;No;Yes;No;Student grouping criteria: Randomly
d303;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;26%;29%;38%;43%;38%;No;Yes;No;Student grouping criteria: Balance between girls and boys
d304;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;88%;87%;100%;88%;90%;No;Yes;No;Student grouping criteria: According to academic performance
d305;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;95%;86%;91%;87%;80%;No;Yes;No;Student grouping criteria: Looking for homogeneity according to student characteristics
d306;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;44%;35%;20%;44%;27%;No;Yes;No;Student grouping criteria: Seeking heterogeneity among students
d307;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;84%;86%;26%;85%;27%;No;Yes;No;Student grouping criteria: By student's choice of subjects
d308;School principals questionnaire;Categorical;100%;100%;100%;100%;100%;68%;61%;92%;67%;83%;No;Yes;No;Student grouping criteria: Other criteria
tasa_nac_eso4;School principals questionnaire;Continuous;100%;100%;100%;100%;13%;100%;100%;7%;100%;100%;No;Yes;No;Rate of 4th grade of mandatory secondary education students with a different nationality
tasa_nac_pri3;School principals questionnaire;Continuous;100%;100%;7%;100%;100%;8%;100%;100%;100%;100%;No;Yes;No;Rate of 3rd grade primary education students with a different nationality
tasa_nac_pri6;School principals questionnaire;Continuous;100%;100%;100%;10%;100%;100%;9%;100%;100%;100%;No;Yes;No;Rate of 6th grade primary education students with a different nationality
distnac;School principals questionnaire;Continuous;100%;100%;7%;10%;100%;100%;100%;100%;100%;100%;No;No;No;Number of students with different nationality
distnac_eso4;School principals questionnaire;Continuous;100%;100%;100%;100%;13%;100%;100%;7%;100%;100%;No;No;No;Number of students with different nationalities in 4th grade of mandatory secondary education
distnac_pri3;School principals questionnaire;Continuous;100%;100%;7%;100%;100%;8%;100%;100%;100%;100%;No;No;No;Number of students with different nationality in 3rd grade primary education
distnac_pri6;School principals questionnaire;Continuous;100%;100%;100%;10%;100%;100%;9%;100%;100%;100%;No;No;No;Number of students with different nationality in 6th grade primary education
groups;School principals questionnaire;Continuous;100%;100%;7%;10%;13%;8%;11%;7%;100%;100%;No;No;No;Number of groups in the evaluated grade
island;School principals questionnaire;Categorical;0%;0%;0%;0%;6%;1%;0%;6%;0%;6%;Yes;Yes;No;Canary island to which the school belongs
capital_island;School principals questionnaire;Categorical;0%;0%;0%;0%;6%;1%;0%;6%;0%;6%;Yes;Yes;Yes;Tranformation of island. Capital island vs non capital island
public_private;School principals questionnaire;Categorical;0%;0%;0%;0%;6%;1%;0%;6%;0%;6%;Yes;Yes;No;Public or private school
f0;Family questionnaire;Categorical;33%;31%;52%;43%;100%;14%;15%;100%;39%;100%;No;No;No;Respondent: mother, father, other
f1n;Family questionnaire;Continuous;34%;31%;52%;42%;100%;11%;11%;100%;39%;100%;No;No;No;Number of people in household
f2an;Family questionnaire;Continuous;32%;30%;52%;42%;100%;14%;14%;100%;40%;100%;No;No;No;Mother age
f2bn;Family questionnaire;Continuous;37%;35%;52%;42%;100%;23%;28%;100%;43%;100%;No;No;No;Father age
f3a;Family questionnaire;Categorical;33%;31%;52%;43%;12%;13%;14%;9%;41%;11%;Yes;Yes;No;Mother education level
f3b;Family questionnaire;Categorical;39%;37%;54%;45%;15%;22%;25%;12%;44%;13%;Yes;Yes;No;Father education level
mother_education;Family questionnaire;Categorical;33%;31%;52%;43%;12%;13%;14%;9%;41%;11%;Yes;Yes;Yes;Transformation of f3a. Mother education
father_education;Family questionnaire;Categorical;39%;37%;54%;45%;15%;22%;25%;12%;44%;13%;Yes;Yes;Yes;Transformation of f3b. Father education
f4a;Family questionnaire;Categorical;35%;33%;53%;44%;12%;15%;15%;12%;42%;12%;Yes;Yes;No;Mother employment status
f4b;Family questionnaire;Categorical;40%;39%;54%;46%;15%;22%;26%;15%;46%;15%;Yes;Yes;No;Father employment status
f5a;Family questionnaire;Categorical;37%;34%;53%;43%;31%;13%;13%;7%;40%;7%;Yes;Yes;No;Mother place of birth
f5b;Family questionnaire;Categorical;41%;38%;54%;45%;30%;20%;23%;8%;42%;8%;Yes;Yes;No;Father place of birth
f5n;Family questionnaire;Categorical;33%;31%;52%;43%;22%;11%;11%;7%;40%;7%;Yes;Yes;No;Student place of birth
inmigrant;Family questionnaire;Categorical;33%;31%;52%;43%;22%;11%;11%;7%;40%;7%;Yes;Yes;Yes;Transformation of f5n. Immigrant status
inmigrant2;Family questionnaire;Categorical;33%;31%;52%;43%;22%;11%;11%;7%;40%;7%;Yes;Yes;Yes;Transformation of f5n. Immigrant status
inmigrant_second_gen;Family questionnaire;Categorical;36%;33%;53%;43%;25%;12%;12%;6%;40%;7%;Yes;Yes;Yes;Transformation of f5n. Immigrant status, second generation
f6;Family questionnaire;Categorical;70%;66%;96%;95%;100%;89%;89%;100%;93%;100%;No;Yes;No;If your child was not born in Spain, how long has he/she been studying in the Spanish educational system, including current year
f7;Family questionnaire;Categorical;33%;30%;52%;42%;6%;13%;12%;6%;40%;6%;No;Yes;No;Language usually spoken at home
f8ta;Family questionnaire;Continuous;40%;36%;58%;49%;6%;19%;17%;6%;40%;6%;No;No;No;Child school start age. Years
f8tm;Family questionnaire;Continuous;53%;53%;71%;66%;100%;30%;31%;100%;41%;100%;No;No;No;Child school start age. Months
start_schooling_age;Family questionnaire;Categorical;33%;31%;52%;43%;6%;14%;14%;6%;39%;6%;No;Yes;Yes;Transformation of f8ta and f8tm. Start schooling age
f9a;Family questionnaire;Categorical;32%;30%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;How often does your child use at home. Quiet place to study
f9b;Family questionnaire;Categorical;34%;32%;52%;42%;6%;11%;12%;6%;40%;6%;No;No;No;How often does your child use at home. Books
f9c;Family questionnaire;Categorical;36%;34%;52%;42%;6%;16%;15%;6%;40%;7%;No;No;No;How often does your child use at home. Encyclopedias
f9d;Family questionnaire;Categorical;34%;31%;52%;42%;6%;13%;13%;6%;40%;6%;No;No;No;How often does your child use at home. PC, tablet
f9e;Family questionnaire;Categorical;37%;33%;52%;42%;6%;13%;13%;6%;40%;6%;No;No;No;How often does your child use at home. Internet
f9f;Family questionnaire;Categorical;35%;32%;100%;100%;100%;13%;12%;6%;40%;6%;No;No;No;How often does your child use at home. Smartphone
f9g;Family questionnaire;Categorical;35%;32%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;How often does your child use at home. Calculator
f9h;Family questionnaire;Categorical;36%;33%;52%;42%;6%;16%;16%;6%;40%;6%;No;No;No;How often does your child use at home. Newspapers
f10n;Family questionnaire;Continuous;32%;30%;52%;42%;7%;12%;13%;7%;40%;7%;No;No;No;Number of digital devices at home
f11;Family questionnaire;Categorical;32%;29%;52%;42%;6%;10%;11%;6%;40%;6%;Yes;Yes;No;Number of books at home
books;Family questionnaire;Categorical;32%;29%;52%;42%;6%;10%;11%;6%;40%;6%;Yes;Yes;Yes;Transformation of f11. Number of books at home
f12a;Family questionnaire;Categorical;32%;29%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;Frequency of your child at home. He/she see adults reading books
f12b;Family questionnaire;Categorical;33%;31%;52%;42%;100%;12%;13%;100%;40%;100%;No;Yes;No;Frequency of your child at home. Adults read stories to their children 
f13n;Family questionnaire;Continuous;34%;31%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Number of collective meetings in the school during the academic year
f14a;Family questionnaire;Categorical;33%;31%;52%;42%;100%;13%;14%;100%;41%;100%;No;No;No;Frequency you go to the school to see how your child is doing: Mother
f14b;Family questionnaire;Categorical;42%;40%;52%;42%;100%;27%;29%;100%;44%;100%;No;No;No;Frequency you go to the school to see how your child is doing: Father
f14c;Family questionnaire;Categorical;90%;88%;100%;100%;100%;100%;100%;100%;100%;100%;No;No;No;Frequency you go to the school to see how your child is doing: Other person
f15a;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Scores
f15b;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;12%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Dificulties in the learning process
f15c;Family questionnaire;Categorical;33%;31%;52%;42%;100%;11%;12%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Behavior
f15d;Family questionnaire;Categorical;34%;31%;52%;42%;100%;12%;12%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Behavior of the class group
f15e;Family questionnaire;Categorical;34%;31%;52%;42%;100%;11%;12%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Relationship with classmates
f15f;Family questionnaire;Categorical;100%;100%;100%;100%;100%;12%;12%;100%;40%;100%;No;No;No;In an interview with the teacher, you have been interested in: Teaching/learning process methodologies
f16a;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;How often do you do with your child at home: Talk about the work in class
f16b;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;How often do you do with your child at home: Planning his/her time to study/do homework
f16c;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;How often do you do with your child at home: Help him to do his/her homework
f16d;Family questionnaire;Categorical;33%;30%;100%;100%;100%;100%;100%;100%;100%;100%;No;Yes;No;How often do you do with your child at home: Provide the materials and resources he/shee needs to study
f16e;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;How often do you do with your child at home: Check that he/she has done the homework
f16f;Family questionnaire;Categorical;33%;30%;100%;100%;100%;100%;100%;100%;100%;100%;No;Yes;No;How often do you do with your child at home: Control class attendance
f17a;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;Yes;No;Frequency you participate in school activities: AMPA meetings
f17b;Family questionnaire;Categorical;33%;31%;52%;42%;100%;11%;12%;100%;40%;100%;No;Yes;No;Frequency you participate in school activities: training activities for parents
f17c;Family questionnaire;Categorical;33%;31%;52%;42%;100%;11%;12%;100%;40%;100%;No;Yes;No;Frequency you participate in school activities: Organization of out-of-school activities
f17d;Family questionnaire;Categorical;34%;31%;52%;42%;100%;12%;12%;100%;40%;100%;No;Yes;No;Frequency you participate in school activities: other activities
f18a;Family questionnaire;Categorical;32%;29%;52%;42%;100%;10%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Teachers
f18b;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Principal
f18c;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Work in class
f18d;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Relationship with teachers
f18e;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Classmates
f18f;Family questionnaire;Categorical;33%;30%;52%;42%;100%;12%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Resources
f18g;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: Learning level
f18h;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: School environment
f18i;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction: In general with the school
f19a;Family questionnaire;Categorical;32%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction with the teacher: Motivation and enthusiasm
f19b;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction with the teacher: Cordiality and closeness
f19c;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction with the teacher: Work capacity
f19d;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction with the teacher: Smooth communication
f19e;Family questionnaire;Categorical;33%;30%;52%;42%;100%;11%;11%;100%;40%;100%;No;No;No;Degree of satisfaction with the teacher: Flexibility and patience
f20;Family questionnaire;Categorical;32%;30%;52%;42%;100%;16%;15%;100%;40%;100%;No;Yes;No;Would you recommend this school?
f21n;Family questionnaire;Continuous;32%;29%;52%;42%;100%;12%;12%;100%;40%;100%;No;Yes;No;Homework hours/week
f22;Family questionnaire;Categorical;31%;28%;52%;42%;100%;10%;11%;100%;40%;100%;No;Yes;No;Homework days/week
f23;Family questionnaire;Categorical;41%;38%;56%;48%;100%;11%;11%;100%;40%;100%;Yes;Yes;No;Parent expectations: Up to what educational level do you expect your child to study?
f24a;Family questionnaire;Categorical;34%;32%;52%;42%;15%;19%;20%;20%;45%;20%;Yes;Yes;No;Mother occupation
